Station ID,Station Name,Town,Region,Country,Latitude (N),Longitude (E),Building Condition,Service Status,Status Year,Station Notes,Stop Sequence,Line ID,Line Name,Year Opened,Gauge,Line Status,Status Year.1,Notes,Is in NP-M
220,Meisteri,Varve,Ventspils novads,Latvia,57.30785,21.549791,"Preserved, uncertain",Closed,1996,,19,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 750 mm gauge, until 1950s 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
221,Ventspils Dienvidu,Ventspils,Ventspils,Latvia,57.359157,21.572723,Dismantled/Not built,Closed,1996,,20,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 750 mm gauge, until 1950s 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,57.391645,21.592938,Ruined/Disused,Closed,2010,Used for cargo operations,21,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 750 mm gauge, until 1950s 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,57.391645,21.592938,Ruined/Disused,Closed,2010,Used for cargo operations,1,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
222,Ventspils,Ventspils,Ventspils,Latvia,57.391645,21.592938,Ruined/Disused,Closed,2010,Used for cargo operations,1,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,57.391645,21.592938,Ruined/Disused,Closed,2010,Used for cargo operations,15,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
223,Alsunga Ziemeļu,Alsunga,Kuldīgas novads,Latvia,56.977012,21.565411,Ruined/Disused,Closed,1963,,2,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
224,Almale,Almale,Kuldīgas novads,Latvia,56.983074,21.636779,Dismantled/Not built,Closed,1963,,3,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
225,Ēdole,Ēdole,Kuldīgas novads,Latvia,57.012262,21.712403,"Preserved, uncertain",Closed,1963,,4,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
226,Ivande,Mazivande,Kuldīgas novads,Latvia,57.006252,21.780066,Ruined/Disused,Closed,1963,,5,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
227,Padure,Deksne,Kuldīgas novads,Latvia,56.98719,21.86338,Dismantled/Not built,Closed,1963,,6,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
228,Kuldīga,Kuldīga,Kuldīgas novads,Latvia,56.960791,21.976447,Ruined/Disused,Closed,1963,Until 2010 - city bus station,7,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
229,Stende,Stende,Talsu novads,Latvia,57.143773,22.538581,Ruined/Disused,Closed,2010,,23,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
229,Stende,Stende,Talsu novads,Latvia,57.143773,22.538581,Ruined/Disused,Closed,2010,,7,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
230,Mežapostenis,Ventspils,Ventspils,Latvia,57.403852,21.58176,Residential,Closed,1963,,2,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
231,Dzērvite,Ventspils,Ventspils,Latvia,57.438392,21.61062,Dismantled/Not built,Closed,1963,,3,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
232,Staldzene,Ventspils,Ventspils,Latvia,57.447244,21.623181,Residential,Closed,1963,,4,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
233,Akmeņdziras,Liepene,Ventspils novads,Latvia,57.488595,21.649522,Dismantled/Not built,Closed,1963,,5,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
234,Jaunupe,Jaunupe,Ventspils novads,Latvia,57.525017,21.683703,Residential,Closed,1963,,6,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
235,Oviši,Oviši,Ventspils novads,Latvia,57.56835,21.716974,Residential,Closed,1963,,7,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
236,Renči,Renči,Ventspils novads,Latvia,57.579462,21.764591,Dismantled/Not built,Closed,1963,Uncertain; in the forest,8,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
237,Lūžņa,Lūžņa,Ventspils novads,Latvia,57.593873,21.87149,Residential,Closed,1963,,9,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
238,Miķeļtornis,Miķeļtornis,Ventspils novads,Latvia,57.598238,21.972458,Ruined/Disused,Closed,1963,,10,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
239,Lielirbe,Lielirbe,Ventspils novads,Latvia,57.626378,22.109814,Non-railway use,Closed,1963,Short-term rental,11,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
240,Sīkrags,Sīkrags,Talsu novads,Latvia,57.65341,22.20334,Dismantled/Not built,Closed,1963,Uncertain; in the forest,12,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
241,Mazirbe,Mazirbe,Talsu novads,Latvia,57.67838,22.31407,Residential,Closed,1963,,13,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
242,Šlītere,Jaunmuiža,Talsu novads,Latvia,57.607307,22.28625,Dismantled/Not built,Closed,1963,,14,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
243,Kurči,Mežildzere,Talsu novads,Latvia,57.560353,22.316066,Residential,Closed,1963,,15,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
244,Dundaga,Dundaga,Talsu novads,Latvia,57.506216,22.347904,Non-railway use,Closed,1963,Social security office of Dundaga,16,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
244,Dundaga,Dundaga,Talsu novads,Latvia,57.506216,22.347904,Non-railway use,Closed,1963,Social security office of Dundaga,10,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
245,Plintiņi,Plintiņi,Talsu novads,Latvia,57.438749,22.399556,Residential,Closed,1963,,17,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
246,Cīruļi,Cīruļi,Talsu novads,Latvia,57.374653,22.478742,Residential,Closed,1963,,18,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
247,Indiņi,Pūņas,Talsu novads,Latvia,57.328962,22.518965,Dismantled/Not built,Closed,1963,,19,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
248,Valdgale,Valdgale,Talsu novads,Latvia,57.279657,22.572568,Residential,Closed,1963,,20,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
248,Valdgale,Valdgale,Talsu novads,Latvia,57.279657,22.572568,Residential,Closed,1963,,1,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
248,Valdgale,Valdgale,Talsu novads,Latvia,57.279657,22.572568,Residential,Closed,1963,,1,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
249,Talsi,Talsi,Talsu novads,Latvia,57.248298,22.57944,Non-railway use,Closed,1963,Bus station,21,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
250,Dižstende,Dižstende,Talsu novads,Latvia,57.18952,22.560528,Residential,Closed,1963,Until 1940 - Stendesmuiža,22,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
251,Laidze,Laidze,Talsu novads,Latvia,57.313349,22.662194,Residential,Closed,1963,,2,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
252,Sārcene,Cērpas,Talsu novads,Latvia,57.314633,22.704307,Dismantled/Not built,Closed,1963,,3,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
253,Vandzene,Vandzene,Talsu novads,Latvia,57.306596,22.771645,Dismantled/Not built,Closed,1963,,4,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
254,Okte,Igene,Talsu novads,Latvia,57.281846,22.822948,Dismantled/Not built,Closed,1963,,5,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
255,Pļava,Pļavas,Talsu novads,Latvia,57.262595,22.894668,Ruined/Disused,Closed,1963,,6,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
256,Engure,Ķūļciems,Talsu novads,Latvia,57.269645,23.029966,Residential,Closed,1963,,7,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
257,Ķipati,Ķipatciems,Talsu novads,Latvia,57.327226,23.052397,Residential,Closed,1963,,8,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
258,Mērsrags,Mērsrags,Talsu novads,Latvia,57.33411,23.119019,Residential,Closed,1963,,9,16,Valdgale—Mērsrags,1920,600 mm,Dismantled,1963,Dates approximate,FALSE
259,Mežgravas,Mežgravas,Talsu novads,Latvia,57.319094,22.590306,Residential,Closed,1963,,2,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
260,Valdemārpils,Valdemārpils,Talsu novads,Latvia,57.372909,22.581494,Residential,Closed,1963,,3,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
261,Popvale,Silkrogs,Talsu novads,Latvia,57.406652,22.600955,Residential,Closed,1963,,4,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
262,Lube,Lubeskrogs,Talsu novads,Latvia,57.44666,22.645244,Residential,Closed,1963,,5,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
263,Rudiķi,Rude,Talsu novads,Latvia,57.486195,22.717422,Dismantled/Not built,Closed,1963,,6,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
264,Roja,Roja,Talsu novads,Latvia,57.505138,22.804043,Non-railway use,Closed,1963,Company offices,7,17,Valdgale—Roja,1916,600 mm,Dismantled,1963,Dates approximate,FALSE
265,Mauri,Ventspils,Ventspils,Latvia,57.404489,21.665757,Residential,Closed,1963,,2,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
266,Ogsils,Silmalas,Ventspils novads,Latvia,57.416131,21.754181,Dismantled/Not built,Closed,1963,,3,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
267,Pope,Pope,Ventspils novads,Latvia,57.408991,21.865007,Residential,Closed,1963,,4,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
268,Rinda,Spiņņi,Ventspils novads,Latvia,57.440603,21.905005,Dismantled/Not built,Closed,1963,,5,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
269,Virpe,Virpe,Ventspils novads,Latvia,57.475052,22.018719,Residential,Closed,1963,,6,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
270,Nora,Auzdarciems,Ventspils novads,Latvia,57.483026,22.083728,Dismantled/Not built,Closed,1963,,7,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
271,Lonaste,Lonaste,Ventspils novads,Latvia,57.481325,22.133891,Residential,Closed,1963,,8,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
272,Pace,Pāce,Talsu novads,Latvia,57.504499,22.283358,Dismantled/Not built,Closed,1963,,9,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
273,Tukums II,Tukums,Tukuma novads,Latvia,56.959848,23.115329,Active,Operational,2024,,1,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
273,Tukums II,Tukums,Tukuma novads,Latvia,56.959848,23.115329,Active,Operational,2024,,1,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
274,Zvāre,Cerība,Tukuma novads,Latvia,57.018907,23.001604,Residential,Closed,2001,,2,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
275,Pūre,Pūres stacija,Tukuma novads,Latvia,57.062473,22.89644,Ruined/Disused,Closed,2001,,3,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
276,Kandava,Kandavas stacija,Tukuma novads,Latvia,57.083485,22.820331,Ruined/Disused,Closed,2001,Used for cargo operations,4,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
277,Līgciems ,Līgciems,Tukuma novads,Latvia,57.101967,22.743097,Dismantled/Not built,Closed,2001,,5,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
278,Sabile,Jaunpagasts,Tukuma novads,Latvia,57.131315,22.651512,Ruined/Disused,Closed,2001,Used for cargo operations,6,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
279,Līči,Līči,Talsu novads,Latvia,57.178425,22.420062,Residential,Closed,2001,,8,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
280,Spāre,Spāre,Talsu novads,Latvia,57.215497,22.265788,Ruined/Disused,Closed,2001,Used for cargo operations,9,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
281,Usma,Usmas stacija,Ventspils novads,Latvia,57.250459,22.170705,Residential,Closed,2001,,10,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
282,Ugāle,Ugāle,Ventspils novads,Latvia,57.282198,22.012552,Ruined/Disused,Closed,2010,Used for cargo operations,11,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
283,Puze,Dzirciems,Ventspils novads,Latvia,57.30845,21.933016,Dismantled/Not built,Closed,2001,,12,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
284,Elkšķene,Elkšķene,Ventspils novads,Latvia,57.354609,21.779225,Residential,Closed,2001,,13,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
285,Ventspils II,Ventspils 2. stacija,Ventspils novads,Latvia,57.384262,21.66961,Dismantled/Not built,Closed,2001,,14,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
286,Jelgava,Jelgava,Jelgava,Latvia,56.640715,23.732246,Active,Operational,2024,,1,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
286,Jelgava,Jelgava,Jelgava,Latvia,56.640715,23.732246,Active,Operational,2024,,8,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
286,Jelgava,Jelgava,Jelgava,Latvia,56.640715,23.732246,Active,Operational,2024,,1,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
286,Jelgava,Jelgava,Jelgava,Latvia,56.640715,23.732246,Active,Operational,2024,,1,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
287,50. kilometrs,Mežvidi,Jelgavas novads,Latvia,56.622638,23.632815,Dismantled/Not built,Closed,2010,,2,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
288,Viesturi,Viesturi,Jelgavas novads,Latvia,56.615325,23.585404,Dismantled/Not built,Closed,2015,,3,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
289,Dorupe,Dorupe,Jelgavas novads,Latvia,56.605828,23.531006,Dismantled/Not built,Closed,2010,,4,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
290,Glūda,Glūda,Jelgavas novads,Latvia,56.599797,23.494717,Ruined/Disused,Closed,2010,Used for cargo operations,5,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
290,Glūda,Glūda,Jelgavas novads,Latvia,56.599797,23.494717,Ruined/Disused,Closed,2010,Used for cargo operations,1,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
291,Lāči,Šķibe,Jelgavas novads,Latvia,56.602309,23.410111,Dismantled/Not built,Closed,2001,,6,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
292,Dobele,Dobele,Dobeles novads,Latvia,56.628668,23.284557,Active,Operational,2024,,7,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
293,Gardene,Gardene,Dobeles novads,Latvia,56.663611,23.187222,Dismantled/Not built,Closed,1990,,8,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
294,Bērzupe,Bērzupe,Dobeles novads,Latvia,56.689967,23.108849,Residential,Closed,2001,,9,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
295,Biksti,Bikstu stacija,Dobeles novads,Latvia,56.691326,22.980937,Active,Operational,2024,,10,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
296,Josta,Josta,Dobeles novads,Latvia,56.691427,22.854772,Dismantled/Not built,Closed,2001,,11,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
297,Blīdene,Pusblīdene,Saldus novads,Latvia,56.70108,22.689018,Ruined/Disused,Closed,2001,,12,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
298,Broceni,Broceni,Saldus novads,Latvia,56.693375,22.570233,Ruined/Disused,Closed,2008,Cargo and chartered trains only,13,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
299,Saldus,Saldus,Saldus novads,Latvia,56.685595,22.471429,Active,Operational,2024,,14,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
300,Lutriņi,Lutriņi,Saldus novads,Latvia,56.698056,22.348611,Dismantled/Not built,Closed,2001,,15,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
301,Lašupe,Līči,Saldus novads,Latvia,56.705392,22.287887,Residential,Closed,2001,,16,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
302,Airīte,Dzerve,Saldus novads,Latvia,56.705761,22.172463,Non-railway use,Closed,2001,Privately owned tourism centre,17,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
303,Skrunda,Skrunda,Kuldīgas novads,Latvia,56.680462,22.012097,Active,Operational,2024,,18,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
304,Sieksāte,Smūši,Kuldīgas novads,Latvia,56.681657,21.931336,Residential,Closed,2001,,19,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
305,Rudbārži,Rudbāržu stacija,Dienvidkurzemes novads,Latvia,56.652693,21.825764,Residential,Closed,2001,,20,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
306,Kalvene,Kalvenes stacija,Dienvidkurzemes novads,Latvia,56.621272,21.693862,Ruined/Disused,Closed,2001,Used for cargo operations,21,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
307,Ilmāja,Stacija Ilmāja,Dienvidkurzemes novads,Latvia,56.574929,21.552515,Ruined/Disused,Closed,2001,,22,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
308,Padone,Padone,Dienvidkurzemes novads,Latvia,56.564568,21.459445,Dismantled/Not built,Closed,2001,,23,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
309,Durbe,Krupmuiža,Dienvidkurzemes novads,Latvia,56.558912,21.41452,Ruined/Disused,Closed,2001,,24,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
310,Tadaiķi,Vārve,Dienvidkurzemes novads,Latvia,56.548849,21.365205,Ruined/Disused,Closed,2001,,25,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
311,Tore,Iļģi,Dienvidkurzemes novads,Latvia,56.53127,21.251522,Residential,Closed,2001,,26,101,Jelgava—Liepāja,1928,1520 mm,Operational,2024,"Most stations not served siince 2001, daily service restarted 2023",TRUE
312,Krimūnas,Krimūnas,Dobeles novads,Latvia,56.56913,23.384012,Ruined/Disused,Closed,2010,,2,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
313,Auri,Auri,Dobeles novads,Latvia,56.547833,23.303111,Ruined/Disused,Closed,2010,,3,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
314,Apgulde,Apgulde,Dobeles novads,Latvia,56.528944,23.245444,Ruined/Disused,Closed,2010,,4,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
315,Penkule,Penkule,Dobeles novads,Latvia,56.502358,23.177544,Residential,Closed,2010,,5,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
316,Bēne,Bēne,Dobeles novads,Latvia,56.480314,23.068707,Ruined/Disused,Closed,2010,,6,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
317,Auce,Auce,Dobeles novads,Latvia,56.460353,22.896749,Residential,Closed,2010,,7,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
318,Avīkne,Galāti,Dobeles novads,Latvia,56.426389,22.795833,Dismantled/Not built,Closed,1987,,8,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
319,Vadakste,Vadakste,Saldus novads,Latvia,56.395107,22.721198,Dismantled/Not built,Closed,2010,,9,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
320,Reņģe,Reņģe,Saldus novads,Latvia,56.382673,22.641242,Ruined/Disused,Closed,2010,,10,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
321,Meitene,Eleja,Jelgavas novads,Latvia,56.408638,23.677581,Ruined/Disused,Closed,2008,Used for cargo operations,1,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
321,Meitene,Eleja,Jelgavas novads,Latvia,56.408638,23.677581,Ruined/Disused,Closed,2008,Used for cargo operations,7,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
322,Narvaiši,Bērvicava,Jelgavas novads,Latvia,56.42265,23.748694,Dismantled/Not built,Closed,1963,,2,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
323,Sesava,Sesava,Jelgavas novads,Latvia,56.427823,23.817686,Residential,Closed,1963,,3,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
324,Mālukrogs,Sesava,Bauskas novads,Latvia,56.427263,23.853122,Dismantled/Not built,Closed,1963,,4,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
325,Bērstele,Bērsteles,Bauskas novads,Latvia,56.4273906,23.912455,Dismantled/Not built,Closed,1963,,5,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
326,Jāņukrogs,Jāņukrogs,Bauskas novads,Latvia,56.430619,23.955779,Residential,Closed,1963,,6,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
327,Mežotne,Mazmežotne,Bauskas novads,Latvia,56.420848,24.051087,Residential,Closed,1963,,7,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
328,Islīce,Saulaine,Bauskas novads,Latvia,56.398634,24.125566,Dismantled/Not built,Closed,1963,,8,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
329,Bauska,Bauska,Bauskas novads,Latvia,56.394997,24.173058,Residential,Closed,1963,,9,20,Meitene—Bauska,1916,750 mm,Dismantled,1963,Until 1930 - 600 mm gauge,TRUE
330,Laižuva,Laižuva,Telšių apskritis,Lithuania,56.373833,22.558092,Ruined/Disused,Closed,2008,,11,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
331,Praviņi,Praviņi,Tukuma novads,Latvia,56.891619,23.235335,Ruined/Disused,Closed,1998,,2,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
332,Slampe,Slampe,Tukuma novads,Latvia,56.844267,23.291184,"Preserved, uncertain",Closed,1998,,3,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
333,Džūkste,Lancenieki,Tukuma novads,Latvia,56.807688,23.334303,Residential,Closed,1998,,4,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
334,Apšupe,Eglieni,Dobeles novads,Latvia,56.779996,23.370968,Residential,Closed,1998,,5,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
335,Līvbērze,Livberzes stacija,Jelgavas novads,Latvia,56.702015,23.463731,"Preserved, uncertain",Closed,1998,,6,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
